customer_id,segment_name,recency_days,frequency,monetary,ticket_count,return_rate,avg_discount_pct,sessions_30d
CUST00055,Loyal Customers,3,3,1308.35,1.0,0.0,0.24666666666666667,6
CUST00056,Loyal Customers,9,4,3530.41,1.0,0.0,0.28500000000000003,3
CUST00057,Regular Customers,136,2,2510.83,0.0,0.0,0.245,7
CUST00058,Loyal Customers,42,4,2451.54,0.0,0.0,0.23249999999999998,2
CUST00059,Loyal Customers,2,3,2852.63,0.0,0.0,0.32666666666666666,3
CUST00060,Regular Customers,145,1,293.22,0.0,0.0,0.36,5
CUST00061,Discount Sensitive,14,4,1966.0900000000001,1.0,0.0,0.41,4
CUST00062,Loyal Customers,21,4,2805.19,1.0,0.0,0.2525,9
CUST00063,Dormant Customers,216,1,397.69,1.0,0.0,0.22,0
CUST00064,Regular Customers,2,1,654.93,0.0,0.0,0.43,8
CUST00065,Regular Customers,6,1,1911.67,0.0,0.0,0.0,3
CUST00066,High-Value Unhappy Customers,320,5,4598.95,1.0,0.0,0.292,11
CUST00067,Regular Customers,63,2,1246.44,1.0,0.5,0.19999999999999998,1
CUST00068,Regular Customers,346,3,2123.66,1.0,0.3333333333333333,0.24333333333333332,5
CUST00069,Regular Customers,29,2,874.47,0.0,0.0,0.225,9
CUST00070,New Customers,38,1,542.98,0.0,0.0,0.34,1
CUST00071,New Customers,32,1,2062.5,1.0,0.0,0.08,1
CUST00072,Loyal Customers,90,4,2587.02,0.0,0.0,0.1925,7
CUST00073,Loyal Customers,8,5,4077.07,0.0,0.0,0.154,7
CUST00074,Loyal Customers,7,4,2523.65,1.0,0.25,0.39,14
CUST00075,Champions,3,9,6791.61,4.0,0.0,0.3011111111111111,10
CUST00076,Regular Customers,20,2,1385.27,0.0,0.0,0.22000000000000003,17
CUST00077,Regular Customers,109,1,394.32,0.0,0.0,0.36,0
CUST00078,Regular Customers,139,1,894.45,1.0,1.0,0.42,5
CUST00079,Dormant Customers,191,1,619.57,0.0,0.0,0.05,2
CUST00080,Loyal Customers,50,3,2563.41,0.0,0.0,0.18999999999999997,11
CUST00081,High-Value Unhappy Customers,19,8,5311.16,3.0,0.25,0.16,12
CUST00082,Regular Customers,254,3,1671.25,0.0,0.0,0.17,7
CUST00083,Regular Customers,89,2,806.87,1.0,0.5,0.33499999999999996,9
CUST00084,Regular Customers,167,1,1273.18,0.0,0.0,0.12,11
CUST00085,New Customers,14,1,1257.8,0.0,0.0,0.2,8
CUST00086,Loyal Customers,21,5,2195.41,1.0,0.0,0.266,7
CUST00087,New Customers,44,1,933.58,0.0,0.0,0.38,1
CUST00088,High-Value Unhappy Customers,98,12,6774.5,1.0,0.0,0.365,9
CUST00089,Regular Customers,165,2,2825.75,0.0,0.0,0.25,12
CUST00090,Loyal Customers,80,4,1966.31,1.0,0.0,0.375,5
CUST00091,Loyal Customers,90,4,3726.87,1.0,0.0,0.16499999999999998,9
CUST00092,Regular Customers,21,1,430.85,0.0,0.0,0.26,1
CUST00093,Browsers Not Buyers,85,1,759.64,0.0,0.0,0.12,16
CUST00094,Regular Customers,183,4,3557.43,2.0,0.0,0.1975,6
CUST00095,Regular Customers,65,1,372.65,1.0,0.0,0.41,10
CUST00096,Loyal Customers,61,3,1563.75,1.0,0.3333333333333333,0.37666666666666665,12
CUST00097,Loyal Customers,1,7,4703.46,2.0,0.14285714285714285,0.3685714285714286,0
CUST00098,Regular Customers,184,2,1843.57,1.0,0.0,0.195,8
CUST00099,At Risk Customers,144,5,3410.87,1.0,0.0,0.192,4
CUST00100,Regular Customers,70,1,372.37,0.0,0.0,0.29,1
CUST00101,Regular Customers,108,5,3514.87,2.0,0.0,0.274,2
CUST00102,Regular Customers,83,1,732.65,0.0,0.0,0.16,2
CUST00103,New Customers,21,1,1469.96,0.0,0.0,0.08,6
CUST00104,Regular Customers,93,1,955.63,0.0,0.0,0.31,3
CUST00105,Regular Customers,46,1,2052.43,0.0,0.0,0.18,1
CUST00106,High-Value Unhappy Customers,61,7,4352.11,1.0,0.0,0.2814285714285714,5
CUST00107,Loyal Customers,12,3,3548.15,0.0,0.0,0.11333333333333334,2
CUST00108,Regular Customers,44,1,1074.5,1.0,1.0,0.22,5
CUST00109,Regular Customers,92,5,3837.05,0.0,0.0,0.332,1
CUST00110,High-Value Unhappy Customers,35,6,3922.07,2.0,0.0,0.26333333333333336,4
CUST00111,At Risk Customers,178,1,1135.09,0.0,0.0,0.23,3
CUST00112,Loyal Customers,0,8,5576.25,1.0,0.125,0.23875,4
CUST00113,Regular Customers,28,2,1601.31,0.0,0.0,0.385,17
CUST00114,High-Value Unhappy Customers,239,6,5133.53,1.0,0.0,0.265,3
CUST00115,Regular Customers,159,1,596.54,1.0,0.0,0.14,12
CUST00116,Regular Customers,143,6,5635.9,0.0,0.0,0.18666666666666668,10
CUST00117,At Risk Customers,123,4,2534.33,0.0,0.0,0.16499999999999998,2
CUST00118,New Customers,27,1,689.56,0.0,0.0,0.18,2
CUST00119,Loyal Customers,69,3,2848.36,1.0,0.0,0.3466666666666667,12
CUST00120,New Customers,26,1,261.95,0.0,0.0,0.27,6
CUST00121,Regular Customers,27,2,2496.0299999999997,0.0,0.0,0.19,5
CUST00122,Regular Customers,106,2,2048.93,0.0,0.0,0.36,10
CUST00123,Regular Customers,102,6,2989.07,3.0,0.16666666666666666,0.34833333333333333,2
CUST00124,Regular Customers,194,4,2570.5,0.0,0.0,0.3375,5
CUST00125,Regular Customers,8,2,1698.4,0.0,0.0,0.395,0
CUST00126,Discount Sensitive,57,2,1260.02,0.0,0.0,0.43,5
CUST00127,Regular Customers,24,2,729.55,0.0,0.0,0.29500000000000004,3
CUST00128,Discount Sensitive,19,2,1716.68,0.0,0.0,0.42000000000000004,15
CUST00129,Loyal Customers,83,3,3369.08,2.0,0.3333333333333333,0.3133333333333333,7
CUST00130,Regular Customers,88,1,1272.47,0.0,0.0,0.48,9
CUST00131,Loyal Customers,67,6,6830.01,0.0,0.0,0.29,4
CUST00132,Regular Customers,117,5,4876.780000000001,0.0,0.0,0.346,1
CUST00133,High-Value Unhappy Customers,54,8,5982.58,1.0,0.0,0.3,5
CUST00134,Champions,35,5,4075.34,3.0,0.2,0.292,11
CUST00135,At Risk Customers,333,4,2534.18,0.0,0.0,0.29000000000000004,3
CUST00136,Regular Customers,71,1,514.9,0.0,0.0,0.3,7
CUST00137,At Risk Customers,177,2,1035.87,0.0,0.0,0.315,4
CUST00138,Regular Customers,61,1,905.11,0.0,0.0,0.46,5
CUST00139,Regular Customers,28,2,1715.4,2.0,0.0,0.295,5
CUST00140,Champions,6,4,3768.34,2.0,0.0,0.28250000000000003,14
CUST00141,Regular Customers,28,1,647.85,0.0,0.0,0.23,4
CUST00142,Discount Sensitive,169,5,1880.0,0.0,0.0,0.4,2
CUST00143,Loyal Customers,32,6,7407.96,0.0,0.0,0.17333333333333334,5
CUST00144,Loyal Customers,86,9,6186.54,3.0,0.1111111111111111,0.31555555555555553,8
CUST00145,New Customers,30,1,502.35,0.0,0.0,0.11,0
CUST00146,Regular Customers,108,5,5942.68,1.0,0.2,0.188,4
CUST00147,Loyal Customers,84,3,2809.3199999999997,1.0,0.0,0.18333333333333335,1
CUST00148,Loyal Customers,4,4,3013.01,1.0,0.0,0.23249999999999998,5
CUST00149,Regular Customers,8,1,787.94,0.0,0.0,0.2,8
CUST00150,Loyal Customers,45,3,1355.63,0.0,0.0,0.39666666666666667,6
CUST00151,High-Value Unhappy Customers,62,7,5530.69,3.0,0.0,0.30428571428571427,7
CUST00152,High-Value Unhappy Customers,46,7,4989.280000000001,4.0,0.14285714285714285,0.3742857142857143,19
CUST00153,New Customers,3,1,977.12,0.0,0.0,0.37,6
CUST00154,Loyal Customers,10,8,7145.24,0.0,0.0,0.23375,8
CUST00155,Loyal Customers,2,3,2024.8,0.0,0.0,0.39666666666666667,6
CUST00156,Regular Customers,34,2,4241.75,1.0,0.5,0.14500000000000002,14
CUST00157,Loyal Customers,0,5,2269.91,1.0,0.0,0.238,3
CUST00158,Regular Customers,155,1,812.34,0.0,0.0,0.25,8
CUST00159,At Risk Customers,474,2,3713.77,0.0,0.0,0.27,0
CUST00160,At Risk Customers,177,2,1064.66,1.0,0.0,0.28500000000000003,4
CUST00161,Loyal Customers,20,4,4490.9,0.0,0.0,0.2625,7
CUST00162,Regular Customers,91,2,1194.5900000000001,0.0,0.0,0.29000000000000004,2
CUST00163,Regular Customers,70,1,275.41,0.0,0.0,0.37,3
CUST00164,At Risk Customers,222,5,4657.03,1.0,0.0,0.24,1
CUST00165,Regular Customers,103,3,1825.77,0.0,0.0,0.31,2
CUST00166,Regular Customers,15,1,1269.41,1.0,0.0,0.37,1
CUST00167,Dormant Customers,219,1,423.24,0.0,0.0,0.24,0
CUST00168,Loyal Customers,85,4,4159.16,0.0,0.0,0.1625,2
CUST00169,Dormant Customers,222,1,1799.45,0.0,0.0,0.12,1
CUST00170,Loyal Customers,9,10,6759.48,1.0,0.0,0.27,5
CUST00171,New Customers,12,1,1077.78,0.0,0.0,0.38,9
CUST00172,Loyal Customers,8,7,4910.65,3.0,0.0,0.36428571428571427,5
CUST00173,Loyal Customers,79,5,1431.69,1.0,0.0,0.384,10
CUST00174,Loyal Customers,86,6,2361.28,2.0,0.16666666666666666,0.31166666666666665,14
CUST00175,Loyal Customers,59,4,3568.3199999999997,1.0,0.0,0.225,5
CUST00176,Loyal Customers,37,3,3830.31,0.0,0.0,0.3433333333333333,12
CUST00177,Discount Sensitive,82,2,1003.66,0.0,0.0,0.45999999999999996,12
CUST00178,High-Value Unhappy Customers,5,8,5602.76,4.0,0.25,0.27625,10
CUST00179,Discount Sensitive,38,3,1585.62,2.0,0.0,0.44333333333333336,11
CUST00180,Regular Customers,96,2,1570.85,1.0,0.5,0.26,9
CUST00181,New Customers,6,1,1107.73,0.0,0.0,0.0,7
CUST00182,Regular Customers,31,1,305.3,0.0,0.0,0.31,12
CUST00183,At Risk Customers,152,3,3246.8900000000003,1.0,0.0,0.25,1
CUST00184,Loyal Customers,14,5,5072.85,2.0,0.0,0.27199999999999996,6
CUST00185,Regular Customers,114,7,4179.18,0.0,0.0,0.33428571428571424,11
CUST00186,Regular Customers,41,1,714.65,1.0,0.0,0.33,2
CUST00187,Discount Sensitive,149,3,1344.75,1.0,0.0,0.5099999999999999,0
CUST00188,High-Value Unhappy Customers,29,7,5810.17,3.0,0.14285714285714285,0.3085714285714286,11
CUST00189,Regular Customers,140,9,5900.65,3.0,0.1111111111111111,0.23333333333333334,10
CUST00190,New Customers,6,1,482.88,1.0,0.0,0.13,6
CUST00191,Regular Customers,28,1,149.0,0.0,0.0,0.34,6
CUST00192,Loyal Customers,55,3,2263.95,0.0,0.0,0.28,8
CUST00193,At Risk Customers,157,1,424.74,0.0,0.0,0.21,3
CUST00194,Loyal Customers,80,5,3878.09,3.0,0.4,0.36,13
CUST00195,Regular Customers,23,1,654.27,1.0,0.0,0.17,5
CUST00196,Regular Customers,24,2,1272.38,1.0,0.0,0.28,1
CUST00197,High-Value Unhappy Customers,15,9,8552.59,3.0,0.0,0.30444444444444446,11
CUST00198,High-Value Unhappy Customers,37,9,7595.96,2.0,0.0,0.28444444444444444,1
CUST00199,Loyal Customers,6,4,3273.56,1.0,0.0,0.22749999999999998,3
CUST00200,Loyal Customers,15,6,6239.45,1.0,0.0,0.17166666666666666,7
CUST00201,Regular Customers,93,7,6691.56,2.0,0.0,0.23857142857142857,3
CUST00202,Regular Customers,141,1,1220.26,0.0,0.0,0.33,9
CUST00203,Regular Customers,114,2,743.3499999999999,0.0,0.0,0.39,6
CUST00204,Champions,42,5,2706.75,0.0,0.0,0.284,17
CUST00205,Champions,30,5,3202.69,0.0,0.0,0.23399999999999999,13
CUST00206,High-Value Unhappy Customers,118,10,6479.7,3.0,0.1,0.265,7
CUST00207,Regular Customers,18,1,193.1,0.0,0.0,0.62,11
CUST00208,High-Value Unhappy Customers,91,6,6865.35,1.0,0.0,0.20000000000000004,2
CUST00209,At Risk Customers,279,5,3422.88,1.0,0.2,0.192,3
CUST00210,At Risk Customers,128,2,1254.8700000000001,0.0,0.0,0.27,3
CUST00211,Loyal Customers,90,5,27215.920000000002,1.0,0.0,0.324,4
CUST00212,At Risk Customers,204,3,2071.6800000000003,0.0,0.0,0.32666666666666666,3
CUST00213,Regular Customers,86,2,1680.61,2.0,1.0,0.2,2
CUST00214,Regular Customers,64,1,1427.16,0.0,0.0,0.22,3
CUST00215,Loyal Customers,34,3,1564.1,1.0,0.0,0.19666666666666666,8
CUST00216,Regular Customers,48,1,1349.42,1.0,1.0,0.27,7
CUST00217,Loyal Customers,79,3,1179.94,0.0,0.0,0.35333333333333333,2
CUST00218,Regular Customers,23,2,1492.68,0.0,0.0,0.13,1
CUST00219,At Risk Customers,154,6,2782.79,1.0,0.0,0.36166666666666664,3
CUST00220,Loyal Customers,25,3,1450.4099999999999,1.0,0.0,0.21666666666666667,14
CUST00221,Regular Customers,7,2,781.03,0.0,0.0,0.345,16
CUST00222,Discount Sensitive,186,2,1259.5,1.0,0.0,0.45,1
CUST00223,Regular Customers,103,1,757.58,1.0,0.0,0.53,1
CUST00224,Regular Customers,89,2,1839.95,1.0,0.5,0.32,1
CUST00225,Loyal Customers,88,3,3012.6,0.0,0.0,0.32,3
CUST00226,Loyal Customers,54,3,2345.42,1.0,0.3333333333333333,0.15666666666666668,6
CUST00227,High-Value Unhappy Customers,153,6,4383.02,2.0,0.16666666666666666,0.2816666666666667,0
CUST00228,High-Value Unhappy Customers,82,7,4150.72,2.0,0.14285714285714285,0.33428571428571424,6
CUST00229,Regular Customers,92,5,3077.41,1.0,0.0,0.304,8
CUST00230,Champions,37,8,7503.74,2.0,0.0,0.2175,17
CUST00231,Loyal Customers,23,3,1558.41,0.0,0.0,0.19333333333333333,6
CUST00232,Regular Customers,55,1,786.26,0.0,0.0,0.33,2
CUST00233,Regular Customers,361,3,1626.9899999999998,0.0,0.0,0.2866666666666667,5
CUST00234,Loyal Customers,17,4,2458.9700000000003,0.0,0.0,0.195,6
CUST00235,At Risk Customers,125,4,2278.82,0.0,0.0,0.225,2
CUST00236,Regular Customers,62,1,782.89,1.0,0.0,0.37,8
CUST00237,Loyal Customers,15,4,3607.29,0.0,0.0,0.2525,8
CUST00238,Regular Customers,78,2,2181.78,2.0,0.0,0.185,1
CUST00239,Dormant Customers,320,1,208.1,0.0,0.0,0.51,4
CUST00240,Regular Customers,56,2,2277.31,1.0,0.0,0.18,4
CUST00241,Loyal Customers,6,3,3041.48,0.0,0.0,0.38999999999999996,12
CUST00242,Loyal Customers,82,6,3655.25,0.0,0.0,0.29833333333333334,11
CUST00243,Loyal Customers,69,4,3129.06,1.0,0.25,0.395,3
CUST00244,At Risk Customers,144,2,2449.86,0.0,0.0,0.22499999999999998,1
CUST00245,Regular Customers,73,2,1245.78,0.0,0.0,0.36,6
CUST00246,Loyal Customers,52,3,1985.72,1.0,0.0,0.25,6
CUST00247,Discount Sensitive,57,11,5611.35,3.0,0.0,0.41363636363636364,5
CUST00248,Loyal Customers,71,7,4187.5599999999995,0.0,0.0,0.3171428571428571,2
CUST00249,Discount Sensitive,162,3,1761.46,0.0,0.0,0.4066666666666667,5
CUST00250,Regular Customers,35,1,837.19,0.0,0.0,0.3,6
CUST00251,New Customers,41,1,966.73,1.0,1.0,0.37,14
CUST00252,At Risk Customers,190,6,5194.02,0.0,0.0,0.3216666666666667,4
CUST00253,At Risk Customers,191,3,1901.1299999999999,0.0,0.0,0.19999999999999998,3
CUST00254,At Risk Customers,183,4,3041.57,0.0,0.0,0.33999999999999997,4
CUST00255,Champions,22,6,4806.29,2.0,0.16666666666666666,0.19833333333333333,10
CUST00256,At Risk Customers,181,2,1727.8400000000001,1.0,0.0,0.105,1
CUST00257,Regular Customers,55,2,1042.47,0.0,0.0,0.3,7
CUST00258,High-Value Unhappy Customers,42,10,6259.64,1.0,0.0,0.27199999999999996,7
CUST00259,Dormant Customers,192,1,1519.33,0.0,0.0,0.32,0
CUST00260,Regular Customers,2,2,1820.81,0.0,0.0,0.395,7
CUST00261,Regular Customers,51,1,350.44,0.0,0.0,0.44,0
CUST00262,Regular Customers,9,2,1318.44,0.0,0.0,0.12,5
CUST00263,Champions,25,12,7940.0,6.0,0.25,0.3475,15
CUST00264,Regular Customers,31,2,671.0999999999999,1.0,0.0,0.31,7
CUST00265,Regular Customers,77,1,510.24,0.0,0.0,0.38,7
CUST00266,High-Value Unhappy Customers,158,4,5306.62,2.0,0.25,0.255,1
CUST00267,Loyal Customers,29,4,4026.2300000000005,2.0,0.25,0.25,8
CUST00268,Discount Sensitive,9,3,2097.02,1.0,0.0,0.4166666666666667,6
CUST00269,Loyal Customers,30,3,2563.9300000000003,1.0,0.0,0.33,11
CUST00270,Regular Customers,75,2,968.72,0.0,0.0,0.24000000000000002,8
CUST00271,Loyal Customers,32,4,3933.98,0.0,0.0,0.20750000000000002,1
CUST00272,Loyal Customers,12,13,13721.27,0.0,0.0,0.22307692307692306,7
CUST00273,High-Value Unhappy Customers,13,8,6009.55,4.0,0.125,0.1925,7
CUST00274,Regular Customers,71,1,695.0,0.0,0.0,0.36,1
CUST00275,Regular Customers,241,6,3879.21,1.0,0.0,0.22,5
CUST00276,Loyal Customers,47,6,8721.42,0.0,0.0,0.22,9
CUST00277,Loyal Customers,2,3,1630.27,0.0,0.0,0.24666666666666667,2
CUST00278,Loyal Customers,69,4,2768.06,2.0,0.0,0.265,7
CUST00279,High-Value Unhappy Customers,12,8,5366.55,1.0,0.0,0.34875,9
CUST00280,Loyal Customers,10,8,7231.759999999999,0.0,0.0,0.26875,6
CUST00281,Regular Customers,35,2,1161.06,0.0,0.0,0.335,3
CUST00282,At Risk Customers,296,2,774.76,1.0,0.0,0.33999999999999997,1
CUST00283,Loyal Customers,18,10,7871.0,4.0,0.2,0.327,8
CUST00284,At Risk Customers,291,2,781.62,0.0,0.0,0.345,1
CUST00285,Loyal Customers,13,4,2158.18,0.0,0.0,0.3175,10
CUST00286,At Risk Customers,369,2,2027.25,1.0,0.0,0.395,1
CUST00287,Loyal Customers,69,6,6236.95,1.0,0.0,0.2866666666666667,8
CUST00288,Regular Customers,110,2,1096.1,1.0,0.0,0.255,1
CUST00289,Regular Customers,5,2,811.06,0.0,0.0,0.36,5
CUST00290,New Customers,9,1,251.16,1.0,0.0,0.34,6
CUST00291,Loyal Customers,58,9,5604.34,3.0,0.2222222222222222,0.33555555555555555,4
CUST00292,Regular Customers,43,1,657.91,1.0,1.0,0.08,6
CUST00293,At Risk Customers,230,3,1699.71,0.0,0.0,0.3233333333333333,3
CUST00294,Browsers Not Buyers,102,1,1714.42,0.0,0.0,0.12,15
CUST00295,Discount Sensitive,16,2,2000.29,0.0,0.0,0.53,2
CUST00296,At Risk Customers,132,4,1989.83,0.0,0.0,0.195,2
CUST00297,Regular Customers,154,1,1130.29,1.0,0.0,0.16,13
CUST00298,Dormant Customers,201,1,1122.99,0.0,0.0,0.2,6
CUST00299,Discount Sensitive,343,4,2302.1800000000003,2.0,0.25,0.4175,0
CUST00300,Loyal Customers,5,4,2276.6099999999997,0.0,0.0,0.3725,5
CUST00301,High-Value Unhappy Customers,9,7,7023.07,3.0,0.0,0.18285714285714286,7
CUST00302,At Risk Customers,148,4,2534.0,3.0,0.25,0.3975,4
CUST00303,High-Value Unhappy Customers,48,5,3674.2,2.0,0.2,0.21200000000000002,6
CUST00304,Loyal Customers,87,3,2837.27,1.0,0.0,0.23666666666666666,4
CUST00305,Regular Customers,166,1,531.59,0.0,0.0,0.19,6
CUST00306,Loyal Customers,19,5,3658.35,2.0,0.2,0.21000000000000002,2
CUST00307,Discount Sensitive,32,3,2114.17,1.0,0.3333333333333333,0.42333333333333334,0
CUST00308,Regular Customers,66,2,1535.15,0.0,0.0,0.26,7
CUST00309,Loyal Customers,8,3,2731.6099999999997,0.0,0.0,0.3666666666666667,13
CUST00310,New Customers,22,1,578.27,1.0,1.0,0.2,5
CUST00311,New Customers,48,1,1336.82,0.0,0.0,0.1,4
CUST00312,Regular Customers,64,1,486.27,0.0,0.0,0.2,9
CUST00313,Browsers Not Buyers,162,1,769.77,1.0,0.0,0.33,16
CUST00314,New Customers,16,1,560.98,0.0,0.0,0.29,0
CUST00315,Champions,17,10,10137.960000000001,2.0,0.0,0.337,11
CUST00316,Regular Customers,97,2,1079.82,1.0,0.5,0.32,1
CUST00317,Regular Customers,100,1,1353.24,0.0,0.0,0.19,8
CUST00318,Loyal Customers,47,5,5959.01,1.0,0.0,0.244,2
CUST00319,At Risk Customers,147,6,2585.4700000000003,0.0,0.0,0.32666666666666666,0
CUST00320,Champions,25,7,5001.34,1.0,0.0,0.32285714285714284,10
CUST00321,Regular Customers,116,6,3100.54,2.0,0.0,0.3133333333333333,1
CUST00322,Loyal Customers,4,5,3351.86,0.0,0.0,0.384,5
CUST00323,Loyal Customers,5,8,7225.06,0.0,0.0,0.32875,6
CUST00324,High-Value Unhappy Customers,274,4,6039.5599999999995,2.0,0.25,0.1925,0
CUST00325,Loyal Customers,44,3,3542.89,0.0,0.0,0.24,6
CUST00326,Regular Customers,124,3,1868.65,1.0,0.0,0.23666666666666666,7
CUST00327,Loyal Customers,2,3,1087.67,0.0,0.0,0.3133333333333333,7
CUST00328,Dormant Customers,322,1,371.68,0.0,0.0,0.32,2
CUST00329,Regular Customers,1,1,299.28,0.0,0.0,0.06,1
CUST00330,Loyal Customers,74,3,1307.8000000000002,1.0,0.0,0.33,1
CUST00331,Discount Sensitive,151,5,3450.66,2.0,0.2,0.422,1
CUST00332,Regular Customers,24,2,2059.8,2.0,0.5,0.375,0
CUST00333,Regular Customers,75,1,870.15,0.0,0.0,0.07,3
CUST00334,Loyal Customers,85,3,2170.31,1.0,0.3333333333333333,0.35666666666666663,2
CUST00335,Regular Customers,148,3,2480.1,2.0,0.0,0.38999999999999996,7
CUST00336,Loyal Customers,29,4,1900.82,0.0,0.0,0.2225,5
CUST00337,Regular Customers,7,2,1887.73,1.0,0.0,0.385,2
CUST00338,Regular Customers,12,1,887.38,1.0,1.0,0.27,6
CUST00339,Regular Customers,92,4,2671.88,1.0,0.25,0.3125,13
CUST00340,High-Value Unhappy Customers,46,8,5565.53,1.0,0.125,0.17875,8
CUST00341,New Customers,19,1,790.16,0.0,0.0,0.46,11
CUST00342,Discount Sensitive,1,3,2620.58,1.0,0.0,0.4166666666666667,9
CUST00343,Regular Customers,94,5,2489.52,0.0,0.0,0.248,7
CUST00344,High-Value Unhappy Customers,189,5,4461.57,4.0,0.0,0.17200000000000001,5
CUST00345,High-Value Unhappy Customers,3,5,5510.36,1.0,0.0,0.154,15
CUST00346,High-Value Unhappy Customers,72,11,10011.3,2.0,0.18181818181818182,0.25363636363636366,13
CUST00347,Regular Customers,184,4,3311.46,1.0,0.0,0.3825,8
CUST00348,Loyal Customers,1,3,2509.74,0.0,0.0,0.25666666666666665,14
CUST00349,Loyal Customers,74,4,3794.38,0.0,0.0,0.2475,2
CUST00350,Regular Customers,41,1,537.51,0.0,0.0,0.12,18
CUST00351,High-Value Unhappy Customers,9,7,7447.2,3.0,0.14285714285714285,0.21,4
CUST00352,New Customers,27,1,1000.77,0.0,0.0,0.12,13
CUST00353,Regular Customers,118,4,1755.1200000000001,1.0,0.0,0.25,4
CUST00354,Loyal Customers,36,5,2894.64,1.0,0.0,0.22199999999999998,4
CUST00355,At Risk Customers,171,4,3405.2,2.0,0.0,0.1175,4
